checking_acc,duration_mnth,credit_hist,purpose,credit_amt,savings_acc,emp_status,installment_rate,pstatus_sex,guarantor,Residence_LOS,property,age,installment_plan,housing,existing_credit,job,dependents,telephone,foreign_worker,credit
Less than 0 DM,9,Critical account,repairs,1288,Btw 100 to 499 DM,Greater than 7 years,3,male_single,guarantor,4,real estate,48,none,own,2,skilled employee,2,none,no,bad
Less than 0 DM,12,All credits taken paid back duly,retraining,339,Less than 100 DM,Greater than 7 years,4,male_married/widowed,none,1,car or other,45,bank,own,1,unskilled - resident,1,none,yes,bad
Btw 0 to 199 DM,24,Existing credits paid back duly,new car,3512,Btw 100 to 499 DM,Btw 4 to 7 years,2,male_single,none,3,car or other,38,bank,own,2,skilled employee,1,registered,yes,bad
none,6,Critical account,radio/television,1898,none,Btw 1 to 4 years,1,male_single,none,2,real estate,34,none,own,2,unskilled - resident,2,none,yes,bad
none,24,Critical account,radio/television,2872,Btw 100 to 499 DM,Greater than 7 years,3,male_single,none,4,real estate,36,none,own,1,skilled employee,2,registered,yes,bad
none,18,Critical account,new car,1055,Less than 100 DM,Less than a year,4,female_divorced/separated/married,none,1,BSSA or life insurance,30,none,own,2,skilled employee,1,none,yes,bad
none,15,Existing credits paid back duly,domestic appliances,1262,Btw 500 to 999 DM,Btw 4 to 7 years,4,male_single,none,3,BSSA or life insurance,36,none,own,2,skilled employee,1,registered,yes,bad
Btw 0 to 199 DM,10,Existing credits paid back duly,new car,7308,Less than 100 DM,unemployed,2,male_single,none,4,none,70,bank,free,1,self-employed/management employee,1,registered,yes,bad
none,36,Existing credits paid back duly,new car,909,Btw 500 to 999 DM,Greater than 7 years,4,male_single,none,4,BSSA or life insurance,36,none,own,1,skilled employee,1,none,yes,bad
none,6,Existing credits paid back duly,furniture/equipment,2978,Btw 500 to 999 DM,Btw 1 to 4 years,1,male_single,none,2,car or other,32,none,own,1,skilled employee,1,registered,yes,bad
Less than 0 DM,18,Existing credits paid back duly,furniture/equipment,1131,Less than 100 DM,unemployed,4,female_divorced/separated/married,none,2,car or other,33,none,own,1,skilled employee,1,none,yes,good
Btw 0 to 199 DM,11,Existing credits paid back duly,furniture/equipment,1577,Equal or Greater than 1000 DM,Less than a year,4,female_divorced/separated/married,none,1,real estate,20,none,own,1,skilled employee,1,none,yes,bad
none,24,Existing credits paid back duly,furniture/equipment,3972,Less than 100 DM,Btw 4 to 7 years,2,female_divorced/separated/married,none,4,BSSA or life insurance,25,none,rent,1,skilled employee,1,registered,yes,bad
Btw 0 to 199 DM,24,Critical account,business,1935,Less than 100 DM,Greater than 7 years,4,male_divorced/separated,none,4,real estate,31,none,own,2,skilled employee,1,registered,yes,good
Less than 0 DM,15,No credits taken,new car,950,Less than 100 DM,Greater than 7 years,4,male_single,none,3,car or other,33,none,rent,2,skilled employee,2,none,yes,good
none,12,Existing credits paid back duly,furniture/equipment,763,Less than 100 DM,Btw 1 to 4 years,4,female_divorced/separated/married,none,1,real estate,26,none,own,1,skilled employee,1,registered,yes,bad
Btw 0 to 199 DM,24,Delays in paying off,furniture/equipment,2064,Less than 100 DM,unemployed,3,female_divorced/separated/married,none,2,BSSA or life insurance,34,none,own,1,self-employed/management employee,1,registered,yes,good
Btw 0 to 199 DM,8,Existing credits paid back duly,radio/television,1414,Less than 100 DM,Btw 1 to 4 years,4,male_single,guarantor,2,real estate,33,none,own,1,skilled employee,1,none,no,bad
Less than 0 DM,21,Delays in paying off,education,3414,Less than 100 DM,Less than a year,2,male_single,none,1,BSSA or life insurance,26,none,own,2,skilled employee,1,none,yes,good
none,30,All credits taken paid back duly,used car,7485,none,unemployed,4,female_divorced/separated/married,none,1,real estate,53,bank,own,1,self-employed/management employee,1,registered,yes,good
Less than 0 DM,12,Existing credits paid back duly,furniture/equipment,2577,Less than 100 DM,Btw 1 to 4 years,2,male_divorced/separated,none,1,car or other,42,none,own,1,skilled employee,1,none,yes,bad
Less than 0 DM,6,Critical account,radio/television,338,Btw 500 to 999 DM,Greater than 7 years,4,male_single,none,4,car or other,52,none,own,2,skilled employee,1,none,yes,bad
none,12,Existing credits paid back duly,radio/television,1963,Less than 100 DM,Btw 4 to 7 years,4,male_single,none,2,car or other,31,none,rent,2,self-employed/management employee,2,registered,yes,bad
Less than 0 DM,21,Critical account,new car,571,Less than 100 DM,Greater than 7 years,4,male_single,none,4,real estate,65,none,own,2,skilled employee,1,none,yes,bad
none,36,Delays in paying off,business,9572,Less than 100 DM,Less than a year,1,male_divorced/separated,none,1,car or other,28,none,own,2,skilled employee,1,none,yes,good
Btw 0 to 199 DM,36,Delays in paying off,business,4455,Less than 100 DM,Btw 1 to 4 years,2,male_divorced/separated,none,2,real estate,30,stores,own,2,self-employed/management employee,1,registered,yes,good
Less than 0 DM,21,All credits taken paid back duly,new car,1647,none,Btw 1 to 4 years,4,male_single,none,2,BSSA or life insurance,40,none,own,2,unskilled - resident,2,none,yes,good
none,24,Critical account,furniture/equipment,3777,Equal or Greater than 1000 DM,Btw 1 to 4 years,4,male_single,none,4,real estate,50,none,own,1,skilled employee,1,registered,yes,bad
Btw 0 to 199 DM,18,Critical account,new car,884,Less than 100 DM,Greater than 7 years,4,male_single,none,4,car or other,36,bank,own,1,skilled employee,2,registered,yes,good
none,15,Critical account,radio/television,1360,Less than 100 DM,Btw 1 to 4 years,4,male_single,none,2,BSSA or life insurance,31,none,own,2,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,9,All credits taken paid back duly,used car,5129,Less than 100 DM,Greater than 7 years,2,female_divorced/separated/married,none,4,none,74,bank,free,1,self-employed/management employee,2,registered,yes,good
Btw 0 to 199 DM,16,Critical account,new car,1175,Less than 100 DM,unemployed,2,male_single,none,3,car or other,68,none,free,3,unemployed/unskilled - non-resident,1,registered,yes,bad
Less than 0 DM,12,Existing credits paid back duly,radio/television,674,Btw 100 to 499 DM,Btw 4 to 7 years,4,male_married/widowed,none,1,BSSA or life insurance,20,none,own,1,skilled employee,1,none,yes,good
Btw 0 to 199 DM,18,No credits taken,furniture/equipment,3244,Less than 100 DM,Btw 1 to 4 years,1,female_divorced/separated/married,none,4,car or other,33,bank,own,2,skilled employee,1,registered,yes,bad
none,24,Existing credits paid back duly,business,4591,Equal or Greater than 1000 DM,Btw 1 to 4 years,2,male_single,none,3,BSSA or life insurance,54,none,own,3,self-employed/management employee,1,registered,yes,good
Btw 0 to 199 DM,48,No credits taken,business,3844,Btw 100 to 499 DM,Btw 4 to 7 years,4,male_single,none,4,none,34,none,free,1,unskilled - resident,2,none,yes,good
Btw 0 to 199 DM,27,Existing credits paid back duly,business,3915,Less than 100 DM,Btw 1 to 4 years,4,male_single,none,2,car or other,36,none,own,1,skilled employee,2,registered,yes,good
none,6,Existing credits paid back duly,radio/television,2108,Less than 100 DM,Btw 4 to 7 years,2,male_married/widowed,none,2,real estate,29,none,rent,1,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,45,Existing credits paid back duly,radio/television,3031,Btw 100 to 499 DM,Btw 1 to 4 years,4,male_single,guarantor,4,BSSA or life insurance,21,none,rent,1,skilled employee,1,none,yes,good
Btw 0 to 199 DM,9,Critical account,education,1501,Less than 100 DM,Greater than 7 years,2,female_divorced/separated/married,none,3,car or other,34,none,own,2,self-employed/management employee,1,registered,yes,good
none,6,Critical account,radio/television,1382,Less than 100 DM,Btw 1 to 4 years,1,female_divorced/separated/married,none,1,car or other,28,none,own,2,skilled employee,1,registered,yes,bad
Btw 0 to 199 DM,12,Existing credits paid back duly,furniture/equipment,951,Btw 100 to 499 DM,Less than a year,4,female_divorced/separated/married,none,4,car or other,27,bank,rent,4,skilled employee,1,none,yes,good
Btw 0 to 199 DM,24,Existing credits paid back duly,used car,2760,none,Greater than 7 years,4,male_single,none,4,none,36,bank,free,1,skilled employee,1,registered,yes,bad
Btw 0 to 199 DM,18,Delays in paying off,furniture/equipment,4297,Less than 100 DM,Greater than 7 years,4,male_divorced/separated,none,3,none,40,none,own,1,self-employed/management employee,1,registered,yes,good
none,9,Critical account,education,936,Btw 500 to 999 DM,Greater than 7 years,4,male_single,none,2,car or other,52,none,own,2,skilled employee,1,registered,yes,bad
Less than 0 DM,12,Existing credits paid back duly,new car,1168,Less than 100 DM,Btw 1 to 4 years,4,male_married/widowed,none,3,real estate,27,none,own,1,unskilled - resident,1,none,yes,bad
none,27,Delays in paying off,business,5117,Less than 100 DM,Btw 4 to 7 years,3,male_single,none,4,car or other,26,none,own,2,skilled employee,1,none,yes,bad
Less than 0 DM,12,Existing credits paid back duly,retraining,902,Less than 100 DM,Btw 4 to 7 years,4,male_married/widowed,none,4,BSSA or life insurance,21,none,rent,1,skilled employee,1,none,yes,good
none,12,Critical account,new car,1495,Less than 100 DM,Greater than 7 years,4,male_single,none,1,real estate,38,none,own,2,unskilled - resident,2,none,yes,bad
Less than 0 DM,30,Critical account,used car,10623,Less than 100 DM,Greater than 7 years,3,male_single,none,4,none,38,none,free,3,self-employed/management employee,2,registered,yes,bad
none,12,Critical account,furniture/equipment,1935,Less than 100 DM,Greater than 7 years,4,male_single,none,4,real estate,43,none,own,3,skilled employee,1,registered,yes,bad
Btw 0 to 199 DM,12,Critical account,domestic appliances,1424,Less than 100 DM,Btw 4 to 7 years,4,male_single,none,3,BSSA or life insurance,26,none,own,1,skilled employee,1,none,yes,bad
Less than 0 DM,24,Existing credits paid back duly,business,6568,Less than 100 DM,Btw 1 to 4 years,2,male_married/widowed,none,2,car or other,21,stores,own,1,unskilled - resident,1,none,yes,bad
none,12,Existing credits paid back duly,used car,1413,Equal or Greater than 1000 DM,Btw 4 to 7 years,3,male_single,none,2,BSSA or life insurance,55,none,own,1,skilled employee,1,none,no,bad
none,9,Critical account,radio/television,3074,none,Btw 1 to 4 years,1,male_single,none,2,real estate,33,none,own,2,skilled employee,2,none,yes,bad
none,36,Existing credits paid back duly,radio/television,3835,none,Greater than 7 years,2,female_divorced/separated/married,none,4,real estate,45,none,own,1,unskilled - resident,1,registered,yes,bad
Less than 0 DM,27,No credits taken,business,5293,Less than 100 DM,unemployed,2,male_single,none,4,BSSA or life insurance,50,stores,own,2,skilled employee,1,registered,yes,good
Equal or Greater than 200 DM,30,Delays in paying off,business,1908,Less than 100 DM,Greater than 7 years,4,male_single,none,4,real estate,66,none,own,1,self-employed/management employee,1,registered,yes,good
none,36,Critical account,radio/television,3342,none,Greater than 7 years,4,male_single,none,2,car or other,51,none,own,1,skilled employee,1,registered,yes,bad
Btw 0 to 199 DM,6,Critical account,retraining,932,none,Btw 4 to 7 years,1,female_divorced/separated/married,none,3,BSSA or life insurance,39,none,own,2,unskilled - resident,1,none,yes,bad
Less than 0 DM,18,No credits taken,business,3104,Less than 100 DM,Btw 4 to 7 years,3,male_single,none,1,BSSA or life insurance,31,bank,own,1,skilled employee,1,registered,yes,bad
Equal or Greater than 200 DM,36,Existing credits paid back duly,radio/television,3913,Less than 100 DM,Btw 1 to 4 years,2,male_single,none,2,real estate,23,none,own,1,skilled employee,1,registered,yes,bad
Less than 0 DM,24,Existing credits paid back duly,furniture/equipment,3021,Less than 100 DM,Btw 1 to 4 years,2,male_divorced/separated,none,2,real estate,24,none,rent,1,unskilled - resident,1,none,yes,bad
none,10,Existing credits paid back duly,new car,1364,Less than 100 DM,Btw 1 to 4 years,2,female_divorced/separated/married,none,4,car or other,64,none,own,1,skilled employee,1,registered,yes,bad
Btw 0 to 199 DM,12,Existing credits paid back duly,radio/television,625,Less than 100 DM,Less than a year,4,male_married/widowed,guarantor,1,real estate,26,bank,own,1,unskilled - resident,1,none,yes,bad
Less than 0 DM,12,Existing credits paid back duly,education,1200,none,Btw 1 to 4 years,4,female_divorced/separated/married,none,4,BSSA or life insurance,23,bank,rent,1,skilled employee,1,registered,yes,bad
none,12,Existing credits paid back duly,radio/television,707,Less than 100 DM,Btw 1 to 4 years,4,male_single,none,2,real estate,30,bank,own,2,skilled employee,1,none,yes,bad
none,24,Delays in paying off,business,2978,none,Btw 1 to 4 years,4,male_single,none,4,real estate,32,none,own,2,skilled employee,2,registered,yes,bad
none,15,Existing credits paid back duly,used car,4657,Less than 100 DM,Btw 1 to 4 years,3,male_single,none,2,car or other,30,none,own,1,skilled employee,1,registered,yes,bad
none,36,No credits taken,repairs,2613,Less than 100 DM,Btw 1 to 4 years,4,male_single,none,2,car or other,27,none,own,2,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,48,Existing credits paid back duly,radio/television,10961,Equal or Greater than 1000 DM,Btw 4 to 7 years,1,male_single,co-applicant,2,none,27,bank,own,2,skilled employee,1,registered,yes,good
Less than 0 DM,12,Existing credits paid back duly,furniture/equipment,7865,Less than 100 DM,Greater than 7 years,4,male_single,none,4,none,53,none,free,1,self-employed/management employee,1,registered,yes,good
none,9,Existing credits paid back duly,radio/television,1478,Less than 100 DM,Btw 4 to 7 years,4,male_single,none,2,car or other,22,none,own,1,skilled employee,1,none,yes,good
Less than 0 DM,24,Existing credits paid back duly,furniture/equipment,3149,Less than 100 DM,Less than a year,4,male_single,none,1,none,22,bank,free,1,skilled employee,1,none,yes,bad
Equal or Greater than 200 DM,36,Existing credits paid back duly,radio/television,4210,Less than 100 DM,Btw 1 to 4 years,4,male_single,none,2,car or other,26,none,own,1,skilled employee,1,none,yes,good
none,9,Existing credits paid back duly,new car,2507,Btw 500 to 999 DM,Greater than 7 years,2,male_single,none,4,none,51,none,free,1,unskilled - resident,1,none,yes,bad
none,12,Existing credits paid back duly,radio/television,2141,Btw 100 to 499 DM,Btw 4 to 7 years,3,male_single,none,1,none,35,none,own,1,skilled employee,1,none,yes,bad
Btw 0 to 199 DM,18,Existing credits paid back duly,radio/television,866,Less than 100 DM,Btw 1 to 4 years,4,male_married/widowed,guarantor,2,real estate,25,none,own,1,unskilled - resident,1,none,yes,bad
none,4,Critical account,radio/television,1544,Less than 100 DM,Btw 4 to 7 years,2,male_single,none,1,real estate,42,none,own,3,unskilled - resident,2,none,yes,bad
Less than 0 DM,24,Existing credits paid back duly,radio/television,1823,Less than 100 DM,unemployed,4,male_single,none,2,car or other,30,stores,own,1,self-employed/management employee,2,none,yes,good
Btw 0 to 199 DM,6,Existing credits paid back duly,new car,14555,none,unemployed,1,male_single,none,2,BSSA or life insurance,23,none,own,1,unemployed/unskilled - non-resident,1,registered,yes,good
Btw 0 to 199 DM,21,Existing credits paid back duly,business,2767,Btw 100 to 499 DM,Greater than 7 years,4,male_divorced/separated,none,2,car or other,61,bank,rent,2,unskilled - resident,1,none,yes,good
